id	cost	status
1	400.000000	0
2	400.000000	0
3	400.000000	0
4	400.000000	0
5	400.000000	0
6	400.000000	0
7	400.000000	0
8	400.000000	0
9	400.000000	0
10	400.000000	0
11	400.000000	0
12	400.000000	0
13	400.000000	0
14	400.000000	0
15	400.000000	0
16	400.000000	0
17	400.000000	0
18	400.000000	0
19	400.000000	0
20	400.000000	0
21	400.000000	0
22	400.000000	0
23	400.000000	0
24	400.000000	0
25	400.000000	0
26	400.000000	0
27	400.000000	0
28	400.000000	0
29	400.000000	0
30	640.000000	0
31	800.000000	0
32	760.000000	0
33	400.000000	0
34	400.000000	0
35	640.000000	0
36	800.000000	0
37	800.000000	0
38	800.000000	0
39	800.000000	0
40	800.000000	0
41	800.000000	0
42	800.000000	0
43	800.000000	0
44	800.000000	0
45	800.000000	0
46	800.000000	0
47	800.000000	0
48	800.000000	0
49	800.000000	0
50	800.000000	0
51	800.000000	0
52	800.000000	0
53	800.000000	0
54	800.000000	0
55	800.000000	0
56	800.000000	0
57	800.000000	0
58	800.000000	0
59	800.000000	0
60	560.000000	0
61	400.000000	0
62	400.000000	0
63	400.000000	0
64	400.000000	0
65	400.000000	0
66	400.000000	0
67	400.000000	0
68	400.000000	0
69	400.000000	0
70	400.000000	0
71	400.000000	0
72	400.000000	0
73	400.000000	0
74	400.000000	0
75	400.000000	0
76	400.000000	0
77	400.000000	0
78	400.000000	0
79	400.000000	0
80	400.000000	0
81	400.000000	0
82	400.000000	0
83	400.000000	0
84	400.000000	0
85	400.000000	0
86	400.000000	0
87	400.000000	0
88	400.000000	0
89	400.000000	0
90	400.000000	0
91	400.000000	0
92	400.000000	0
93	400.000000	0
94	400.000000	0
95	400.000000	0
96	400.000000	0
97	400.000000	0
98	400.000000	0
99	400.000000	0
100	400.000000	0
101	400.000000	0
102	640.000000	0
103	800.000000	0
104	760.000000	0
105	400.000000	0
106	400.000000	0
107	640.000000	0
108	800.000000	0
109	800.000000	0
110	800.000000	0
111	800.000000	0
112	800.000000	0
113	800.000000	0
114	800.000000	0
115	800.000000	0
116	800.000000	0
117	800.000000	0
118	800.000000	0
119	800.000000	0
120	800.000000	0
121	800.000000	0
122	800.000000	0
123	800.000000	0
124	800.000000	0
125	800.000000	0
126	800.000000	0
127	800.000000	0
128	800.000000	0
129	800.000000	0
130	800.000000	0
131	800.000000	0
132	560.000000	0
133	400.000000	0
134	400.000000	0
135	400.000000	0
136	400.000000	0
137	400.000000	0
138	400.000000	0
139	400.000000	0
140	400.000000	0
141	400.000000	0
142	400.000000	0
143	400.000000	0
144	400.000000	0
145	400.000000	0
146	400.000000	0
147	400.000000	0
148	400.000000	0
149	400.000000	0
150	400.000000	0
151	400.000000	0
152	400.000000	0
153	400.000000	0
154	400.000000	0
155	400.000000	0
156	400.000000	0
157	400.000000	0
158	400.000000	0
159	400.000000	0
160	400.000000	0
161	400.000000	0
162	400.000000	0
163	400.000000	0
164	400.000000	0
165	400.000000	0
166	400.000000	0
167	400.000000	0
168	400.000000	0
169	400.000000	0
170	544.000000	0
171	640.000000	0
172	616.000000	0
173	400.000000	0
174	400.000000	0
175	496.000000	0
176	560.000000	0
177	568.000000	0
178	640.000000	0
179	640.000000	0
180	736.000000	0
181	800.000000	0
182	800.000000	0
183	800.000000	0
184	800.000000	0
185	800.000000	0
186	800.000000	0
187	800.000000	0
188	800.000000	0
189	800.000000	0
190	800.000000	0
191	800.000000	0
192	800.000000	0
193	800.000000	0
194	800.000000	0
195	800.000000	0
196	800.000000	0
197	800.000000	0
198	800.000000	0
199	800.000000	0
200	800.000000	0
201	800.000000	0
202	800.000000	0
203	800.000000	0
204	800.000000	0
205	560.000000	0
206	400.000000	0
207	400.000000	0
208	400.000000	0
209	400.000000	0
210	400.000000	0
211	400.000000	0
212	400.000000	0
213	400.000000	0
214	400.000000	0
215	400.000000	0
216	400.000000	0
217	400.000000	0
218	400.000000	0
219	400.000000	0
220	400.000000	0
221	400.000000	0
222	400.000000	0
223	400.000000	0
224	400.000000	0
225	400.000000	0
226	400.000000	0
227	400.000000	0
228	400.000000	0
229	400.000000	0
230	400.000000	0
231	400.000000	0
232	400.000000	0
233	400.000000	0
234	400.000000	0
235	400.000000	0
236	400.000000	0
237	400.000000	0
238	400.000000	0
239	400.000000	0
240	400.000000	0
241	400.000000	0
242	400.000000	0
243	640.000000	0
244	800.000000	0
245	760.000000	0
246	400.000000	0
247	400.000000	0
248	400.000000	0
249	400.000000	0
250	440.000000	0
251	800.000000	0
252	800.000000	0
253	800.000000	0
254	800.000000	0
255	800.000000	0
256	800.000000	0
257	800.000000	0
258	800.000000	0
259	800.000000	0
260	800.000000	0
261	800.000000	0
262	800.000000	0
263	800.000000	0
264	800.000000	0
265	800.000000	0
266	800.000000	0
267	800.000000	0
268	800.000000	0
269	800.000000	0
270	800.000000	0
271	800.000000	0
272	800.000000	0
273	800.000000	0
274	800.000000	0
275	800.000000	0
276	800.000000	0
277	800.000000	0
278	560.000000	0
279	400.000000	0
280	400.000000	0
281	400.000000	0
282	400.000000	0
283	400.000000	0
284	400.000000	0
285	400.000000	0
286	400.000000	0
287	400.000000	0
288	400.000000	0
289	400.000000	0
290	400.000000	0
291	400.000000	0
292	400.000000	0
293	400.000000	0
294	400.000000	0
295	400.000000	0
296	400.000000	0
297	400.000000	0
298	400.000000	0
299	400.000000	0
300	400.000000	0
301	400.000000	0
302	400.000000	0
303	400.000000	0
304	400.000000	0
305	400.000000	0
306	400.000000	0
307	400.000000	0
308	424.000000	0
309	440.000000	0
310	440.000000	0
311	440.000000	0
312	440.000000	0
313	656.000000	0
314	800.000000	0
315	760.000000	0
316	400.000000	0
317	400.000000	0
318	424.000000	0
319	440.000000	0
320	476.000000	0
321	800.000000	0
322	800.000000	0
323	800.000000	0
324	800.000000	0
325	800.000000	0
326	800.000000	0
327	800.000000	0
328	800.000000	0
329	800.000000	0
330	800.000000	0
331	800.000000	0
332	800.000000	0
333	800.000000	0
334	800.000000	0
335	800.000000	0
336	800.000000	0
337	800.000000	0
338	800.000000	0
339	800.000000	0
340	796.000000	0
341	760.000000	0
342	760.000000	0
343	784.000000	0
344	800.000000	0
345	796.000000	0
346	760.000000	0
347	760.000000	0
348	544.000000	0
349	400.000000	0
350	400.000000	0
351	400.000000	0
352	400.000000	0
353	400.000000	0
354	400.000000	0
355	400.000000	0
356	400.000000	0
357	400.000000	0
358	400.000000	0
359	400.000000	0
360	400.000000	0
361	400.000000	0
362	400.000000	0
363	400.000000	0
364	400.000000	0
365	400.000000	0
366	400.000000	0
367	400.000000	0
368	400.000000	0
369	400.000000	0
370	400.000000	0
371	400.000000	0
372	400.000000	0
373	400.000000	0
374	400.000000	0
375	400.000000	0
376	400.000000	0
377	400.000000	0
378	400.000000	0
379	640.000000	0
380	800.000000	0
381	800.000000	0
382	800.000000	0
383	800.000000	0
384	800.000000	0
385	800.000000	0
386	760.000000	0
387	400.000000	0
388	400.000000	0
389	640.000000	0
390	800.000000	0
391	800.000000	0
392	800.000000	0
393	800.000000	0
394	800.000000	0
395	800.000000	0
396	800.000000	0
397	800.000000	0
398	800.000000	0
399	800.000000	0
400	800.000000	0
401	800.000000	0
402	800.000000	0
403	800.000000	0
404	800.000000	0
405	800.000000	0
406	800.000000	0
407	800.000000	0
408	800.000000	0
409	800.000000	0
410	800.000000	0
411	760.000000	0
412	400.000000	0
413	400.000000	0
414	640.000000	0
415	800.000000	0
416	760.000000	0
417	400.000000	0
418	400.000000	0
419	400.000000	0
420	400.000000	0
421	400.000000	0
422	400.000000	0
423	400.000000	0
424	400.000000	0
425	400.000000	0
426	400.000000	0
427	400.000000	0
428	400.000000	0
429	400.000000	0
430	400.000000	0
431	400.000000	0
432	400.000000	0
433	400.000000	0
434	400.000000	0
435	400.000000	0
436	400.000000	0
437	400.000000	0
438	400.000000	0
439	400.000000	0
440	400.000000	0
441	400.000000	0
442	400.000000	0
443	400.000000	0
444	400.000000	0
445	400.000000	0
446	400.000000	0
447	400.000000	0
448	400.000000	0
449	400.000000	0
450	400.000000	0
451	400.000000	0
452	640.000000	0
453	800.000000	0
454	800.000000	0
455	800.000000	0
456	800.000000	0
457	800.000000	0
458	800.000000	0
459	760.000000	0
460	400.000000	0
461	400.000000	0
462	640.000000	0
463	800.000000	0
464	800.000000	0
465	800.000000	0
466	800.000000	0
467	800.000000	0
468	800.000000	0
469	800.000000	0
470	800.000000	0
471	800.000000	0
472	800.000000	0
473	800.000000	0
474	800.000000	0
475	800.000000	0
476	800.000000	0
477	800.000000	0
478	800.000000	0
479	800.000000	0
480	800.000000	0
481	800.000000	0
482	800.000000	0
483	800.000000	0
484	760.000000	0
485	400.000000	0
486	400.000000	0
487	640.000000	0
488	800.000000	0
489	760.000000	0
490	400.000000	0
491	400.000000	0
492	400.000000	0
493	400.000000	0
494	400.000000	0
495	400.000000	0
496	400.000000	0
497	400.000000	0
498	400.000000	0
499	400.000000	0
500	400.000000	0
501	400.000000	0
502	400.000000	0
503	400.000000	0
504	1600.000000	0
505	1600.000000	0
506	400.000000	0
507	400.000000	0
508	400.000000	0
509	400.000000	0
510	400.000000	0
511	400.000000	0
512	400.000000	0
513	400.000000	0
514	400.000000	0
515	400.000000	0
516	400.000000	0
517	400.000000	0
518	400.000000	0
519	400.000000	0
520	400.000000	0
521	400.000000	0
522	400.000000	0
523	400.000000	0
524	400.000000	0
525	496.000000	0
526	560.000000	0
527	584.000000	0
528	800.000000	0
529	800.000000	0
530	656.000000	0
531	560.000000	0
532	568.000000	0
533	640.000000	0
534	640.000000	0
535	736.000000	0
536	800.000000	0
537	800.000000	0
538	800.000000	0
539	800.000000	0
540	800.000000	0
541	800.000000	0
542	800.000000	0
543	800.000000	0
544	800.000000	0
545	656.000000	0
546	560.000000	0
547	560.000000	0
548	560.000000	0
549	560.000000	0
550	560.000000	0
551	560.000000	0
552	560.000000	0
553	560.000000	0
554	560.000000	0
555	704.000000	0
556	800.000000	0
557	784.000000	0
558	640.000000	0
559	640.000000	0
560	736.000000	0
561	800.000000	0
562	760.000000	0
563	400.000000	0
564	400.000000	0
565	400.000000	0
566	400.000000	0
567	400.000000	0
568	400.000000	0
569	400.000000	0
570	400.000000	0
571	400.000000	0
572	400.000000	0
573	400.000000	0
574	960.000000	0
575	960.000000	0
576	960.000000	0
577	960.000000	0
578	960.000000	0
579	936.000000	0
580	720.000000	0
581	1248.000000	0
582	1600.000000	0
583	1528.000000	0
584	400.000000	0
585	400.000000	0
586	400.000000	0
587	400.000000	0
588	400.000000	0
589	400.000000	0
590	400.000000	0
591	400.000000	0
592	400.000000	0
593	400.000000	0
594	400.000000	0
595	400.000000	0
596	400.000000	0
597	400.000000	0
598	400.000000	0
599	400.000000	0
600	400.000000	0
601	400.000000	0
602	400.000000	0
603	400.000000	0
604	400.000000	0
605	440.000000	0
606	800.000000	0
607	800.000000	0
608	560.000000	0
609	400.000000	0
610	440.000000	0
611	800.000000	0
612	800.000000	0
613	800.000000	0
614	800.000000	0
615	800.000000	0
616	800.000000	0
617	800.000000	0
618	800.000000	0
619	800.000000	0
620	800.000000	0
621	800.000000	0
622	800.000000	0
623	560.000000	0
624	400.000000	0
625	400.000000	0
626	400.000000	0
627	400.000000	0
628	400.000000	0
629	400.000000	0
630	400.000000	0
631	400.000000	0
632	400.000000	0
633	640.000000	0
634	800.000000	0
635	800.000000	0
636	800.000000	0
637	800.000000	0
638	800.000000	0
639	800.000000	0
640	760.000000	0
641	400.000000	0
642	400.000000	0
643	400.000000	0
644	400.000000	0
645	400.000000	0
646	400.000000	0
647	400.000000	0
648	400.000000	0
649	400.000000	0
650	400.000000	0
651	1200.000000	0
652	1240.000000	0
653	1600.000000	0
654	1600.000000	0
655	1600.000000	0
656	1600.000000	0
657	1600.000000	0
658	1600.000000	0
659	1600.000000	0
660	1600.000000	0
661	1600.000000	0
662	1560.000000	0
663	1200.000000	0
664	1200.000000	0
665	1440.000000	0
666	1600.000000	0
667	1480.000000	0
668	400.000000	0
669	400.000000	0
670	400.000000	0
671	400.000000	0
672	400.000000	0
673	400.000000	0
674	400.000000	0
675	400.000000	0
676	400.000000	0
677	400.000000	0
678	400.000000	0
679	400.000000	0
680	400.000000	0
681	400.000000	0
682	424.000000	0
683	440.000000	0
684	436.000000	0
685	400.000000	0
686	400.000000	0
687	424.000000	0
688	440.000000	0
689	472.000000	0
690	760.000000	0
691	760.000000	0
692	568.000000	0
693	440.000000	0
694	476.000000	0
695	800.000000	0
696	800.000000	0
697	800.000000	0
698	800.000000	0
699	800.000000	0
700	800.000000	0
701	800.000000	0
702	800.000000	0
703	800.000000	0
704	796.000000	0
705	760.000000	0
706	760.000000	0
707	544.000000	0
708	400.000000	0
709	400.000000	0
710	400.000000	0
711	400.000000	0
712	400.000000	0
713	400.000000	0
714	404.000000	0
715	440.000000	0
716	440.000000	0
717	656.000000	0
718	800.000000	0
719	800.000000	0
720	800.000000	0
721	800.000000	0
722	800.000000	0
723	800.000000	0
724	764.000000	0
725	440.000000	0
726	440.000000	0
727	440.000000	0
728	440.000000	0
729	440.000000	0
730	440.000000	0
731	440.000000	0
732	416.000000	0
733	400.000000	0
734	396.000000	0
735	360.000000	0
736	808.000000	0
737	1240.000000	0
738	1272.000000	0
739	1560.000000	0
740	1560.000000	0
741	1512.000000	0
742	1480.000000	0
743	1480.000000	0
744	1480.000000	0
745	1120.000000	0
746	1120.000000	0
747	1336.000000	0
748	1480.000000	0
749	1372.000000	0
750	400.000000	0
751	400.000000	0
752	400.000000	0
753	400.000000	0
754	400.000000	0
755	400.000000	0
756	400.000000	0
757	400.000000	0
758	400.000000	0
759	400.000000	0
760	400.000000	0
761	400.000000	0
762	400.000000	0
763	400.000000	0
764	640.000000	0
765	800.000000	0
766	760.000000	0
767	400.000000	0
768	400.000000	0
769	640.000000	0
770	800.000000	0
771	760.000000	0
772	400.000000	0
773	400.000000	0
774	640.000000	0
775	800.000000	0
776	800.000000	0
777	800.000000	0
778	800.000000	0
779	800.000000	0
780	800.000000	0
781	800.000000	0
782	800.000000	0
783	800.000000	0
784	800.000000	0
785	800.000000	0
786	760.000000	0
787	400.000000	0
788	400.000000	0
789	400.000000	0
790	400.000000	0
791	400.000000	0
792	400.000000	0
793	400.000000	0
794	400.000000	0
795	400.000000	0
796	440.000000	0
797	800.000000	0
798	800.000000	0
799	800.000000	0
800	800.000000	0
801	800.000000	0
802	800.000000	0
803	800.000000	0
804	800.000000	0
805	800.000000	0
806	800.000000	0
807	800.000000	0
808	800.000000	0
809	800.000000	0
810	800.000000	0
811	800.000000	0
812	800.000000	0
813	800.000000	0
814	560.000000	0
815	400.000000	0
816	360.000000	0
817	1600.000000	0
818	1600.000000	0
819	1600.000000	0
820	1560.000000	0
821	1200.000000	0
822	1200.000000	0
823	720.000000	0
824	400.000000	0
825	400.000000	0
826	400.000000	0
827	400.000000	0
828	400.000000	0
829	400.000000	0
830	400.000000	0
831	400.000000	0
832	400.000000	0
833	400.000000	0
834	400.000000	0
835	400.000000	0
836	400.000000	0
837	400.000000	0
838	400.000000	0
839	400.000000	0
840	400.000000	0
841	400.000000	0
842	400.000000	0
843	400.000000	0
844	400.000000	0
845	400.000000	0
846	640.000000	0
847	800.000000	0
848	760.000000	0
849	400.000000	0
850	400.000000	0
851	640.000000	0
852	800.000000	0
853	760.000000	0
854	400.000000	0
855	400.000000	0
856	640.000000	0
857	800.000000	0
858	800.000000	0
859	800.000000	0
860	800.000000	0
861	800.000000	0
862	800.000000	0
863	800.000000	0
864	800.000000	0
865	800.000000	0
866	800.000000	0
867	800.000000	0
868	760.000000	0
869	400.000000	0
870	400.000000	0
871	400.000000	0
872	400.000000	0
873	400.000000	0
874	400.000000	0
875	400.000000	0
876	400.000000	0
877	400.000000	0
878	440.000000	0
879	800.000000	0
880	800.000000	0
881	800.000000	0
882	800.000000	0
883	800.000000	0
884	800.000000	0
885	800.000000	0
886	800.000000	0
887	800.000000	0
888	800.000000	0
889	800.000000	0
890	800.000000	0
891	800.000000	0
892	800.000000	0
893	800.000000	0
894	800.000000	0
895	800.000000	0
896	560.000000	0
897	400.000000	0
898	240.000000	0
899	400.000000	0
900	360.000000	0
901	520.000000	0
902	1600.000000	0
903	1600.000000	0
904	1600.000000	0
905	1600.000000	0
906	400.000000	0
907	400.000000	0
908	400.000000	0
909	400.000000	0
910	400.000000	0
911	400.000000	0
912	400.000000	0
913	400.000000	0
914	400.000000	0
915	400.000000	0
916	400.000000	0
917	400.000000	0
918	400.000000	0
919	400.000000	0
920	400.000000	0
921	400.000000	0
922	400.000000	0
923	400.000000	0
924	400.000000	0
925	400.000000	0
926	400.000000	0
927	400.000000	0
928	496.000000	0
929	560.000000	0
930	568.000000	0
931	640.000000	0
932	640.000000	0
933	736.000000	0
934	800.000000	0
935	784.000000	0
936	640.000000	0
937	640.000000	0
938	736.000000	0
939	800.000000	0
940	800.000000	0
941	800.000000	0
942	800.000000	0
943	800.000000	0
944	800.000000	0
945	800.000000	0
946	800.000000	0
947	800.000000	0
948	656.000000	0
949	560.000000	0
950	544.000000	0
951	400.000000	0
952	400.000000	0
953	400.000000	0
954	400.000000	0
955	400.000000	0
956	400.000000	0
957	400.000000	0
958	400.000000	0
959	400.000000	0
960	440.000000	0
961	800.000000	0
962	800.000000	0
963	800.000000	0
964	800.000000	0
965	800.000000	0
966	800.000000	0
967	800.000000	0
968	800.000000	0
969	800.000000	0
970	800.000000	0
971	800.000000	0
972	800.000000	0
973	800.000000	0
974	800.000000	0
975	800.000000	0
976	800.000000	0
977	800.000000	0
978	560.000000	0
979	400.000000	0
980	336.000000	0
981	400.000000	0
982	360.000000	0
983	960.000000	0
984	960.000000	0
985	1056.000000	0
986	1120.000000	0
987	1168.000000	0
988	1600.000000	0
989	1600.000000	0
990	1168.000000	0
991	880.000000	0
992	864.000000	0
993	720.000000	0
994	400.000000	0
995	400.000000	0
996	400.000000	0
997	400.000000	0
998	400.000000	0
999	400.000000	0
1000	400.000000	0
1001	376.000000	0
1002	400.000000	0
1003	400.000000	0
1004	400.000000	0
1005	400.000000	0
1006	400.000000	0
1007	400.000000	0
1008	400.000000	0
1009	400.000000	0
1010	400.000000	0
1011	400.000000	0
1012	400.000000	0
1013	400.000000	0
1014	400.000000	0
1015	400.000000	0
1016	400.000000	0
1017	400.000000	0
1018	440.000000	0
1019	800.000000	0
1020	800.000000	0
1021	800.000000	0
1022	800.000000	0
1023	800.000000	0
1024	800.000000	0
1025	800.000000	0
1026	800.000000	0
1027	800.000000	0
1028	800.000000	0
1029	800.000000	0
1030	800.000000	0
1031	800.000000	0
1032	800.000000	0
1033	800.000000	0
1034	800.000000	0
1035	800.000000	0
1036	560.000000	0
1037	400.000000	0
1038	400.000000	0
1039	400.000000	0
1040	400.000000	0
1041	400.000000	0
1042	400.000000	0
1043	400.000000	0
1044	400.000000	0
1045	400.000000	0
1046	400.000000	0
1047	400.000000	0
1048	440.000000	0
1049	800.000000	0
1050	800.000000	0
1051	800.000000	0
1052	800.000000	0
1053	800.000000	0
1054	800.000000	0
1055	800.000000	0
1056	800.000000	0
1057	800.000000	0
1058	800.000000	0
1059	800.000000	0
1060	800.000000	0
1061	800.000000	0
1062	800.000000	0
1063	800.000000	0
1064	800.000000	0
1065	800.000000	0
1066	560.000000	0
1067	400.000000	0
1068	400.000000	0
1069	400.000000	0
1070	400.000000	0
1071	400.000000	0
1072	400.000000	0
1073	400.000000	0
1074	400.000000	0
1075	1600.000000	0
1076	1600.000000	0
1077	1600.000000	0
1078	1600.000000	0
1079	1600.000000	0
1080	1600.000000	0
1081	1600.000000	0
1082	1600.000000	0
1083	1600.000000	0
1084	1600.000000	0
1085	1600.000000	0
1086	880.000000	0
1087	400.000000	0
1088	400.000000	0
1089	400.000000	0
1090	400.000000	0
1091	400.000000	0
1092	400.000000	0
1093	400.000000	0
1094	400.000000	0
1095	400.000000	0
1096	400.000000	0
1097	400.000000	0
1098	400.000000	0
1099	400.000000	0
1100	400.000000	0
1101	400.000000	0
1102	400.000000	0
1103	400.000000	0
1104	400.000000	0
1105	400.000000	0
1106	400.000000	0
1107	400.000000	0
1108	400.000000	0
1109	400.000000	0
1110	400.000000	0
1111	424.000000	0
1112	440.000000	0
1113	476.000000	0
1114	800.000000	0
1115	800.000000	0
1116	800.000000	0
1117	800.000000	0
1118	800.000000	0
1119	800.000000	0
1120	800.000000	0
1121	800.000000	0
1122	800.000000	0
1123	800.000000	0
1124	800.000000	0
1125	800.000000	0
1126	800.000000	0
1127	800.000000	0
1128	796.000000	0
1129	760.000000	0
1130	760.000000	0
1131	544.000000	0
1132	400.000000	0
1133	400.000000	0
1134	400.000000	0
1135	400.000000	0
1136	400.000000	0
1137	400.000000	0
1138	400.000000	0
1139	400.000000	0
1140	400.000000	0
1141	424.000000	0
1142	440.000000	0
1143	476.000000	0
1144	800.000000	0
1145	800.000000	0
1146	800.000000	0
1147	800.000000	0
1148	800.000000	0
1149	800.000000	0
1150	800.000000	0
1151	800.000000	0
1152	800.000000	0
1153	796.000000	0
1154	760.000000	0
1155	760.000000	0
1156	760.000000	0
1157	760.000000	0
